Regions code,Regions label,Migration Region (inflow) (6 categories) code,Migration Region (inflow) (6 categories) label,Ethnic group (6 categories) code,Ethnic group (6 categories) label,National Statistics Socio-economic Classification (NS-SeC) (10 categories) code,National Statistics Socio-economic Classification (NS-SeC) (10 categories) label,Count
E12000006,East of England,-8,Does not apply,3,Mixed or Multiple ethnic groups,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000006,East of England,-8,Does not apply,3,Mixed or Multiple ethnic groups,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000006,East of England,-8,Does not apply,3,Mixed or Multiple ethnic groups,3,L7: Intermediate occupations,0
E12000006,East of England,-8,Does not apply,3,Mixed or Multiple ethnic groups,4,L8 and L9: Small employers and own account workers,0
E12000006,East of England,-8,Does not apply,3,Mixed or Multiple ethnic groups,5,L10 and L11: Lower supervisory and technical occupations,0
E12000006,East of England,-8,Does not apply,3,Mixed or Multiple ethnic groups,6,L12: Semi-routine occupations,0
E12000006,East of England,-8,Does not apply,3,Mixed or Multiple ethnic groups,7,L13: Routine occupations,0
E12000006,East of England,-8,Does not apply,3,Mixed or Multiple ethnic groups,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000006,East of England,-8,Does not apply,3,Mixed or Multiple ethnic groups,9,L15: Full-time students,0
E12000006,East of England,-8,Does not apply,4,White,-8,Does not apply,0
E12000006,East of England,-8,Does not apply,4,White,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000006,East of England,-8,Does not apply,4,White,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000006,East of England,-8,Does not apply,4,White,3,L7: Intermediate occupations,0
E12000006,East of England,-8,Does not apply,4,White,4,L8 and L9: Small employers and own account workers,0
E12000006,East of England,-8,Does not apply,4,White,5,L10 and L11: Lower supervisory and technical occupations,0
E12000006,East of England,-8,Does not apply,4,White,6,L12: Semi-routine occupations,0
E12000006,East of England,-8,Does not apply,4,White,7,L13: Routine occupations,0
E12000006,East of England,-8,Does not apply,4,White,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000006,East of England,-8,Does not apply,4,White,9,L15: Full-time students,0
E12000006,East of England,-8,Does not apply,5,Other ethnic group,-8,Does not apply,0
E12000006,East of England,-8,Does not apply,5,Other ethnic group,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000006,East of England,-8,Does not apply,5,Other ethnic group,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000006,East of England,-8,Does not apply,5,Other ethnic group,3,L7: Intermediate occupations,0
E12000006,East of England,-8,Does not apply,5,Other ethnic group,4,L8 and L9: Small employers and own account workers,0
E12000006,East of England,-8,Does not apply,5,Other ethnic group,5,L10 and L11: Lower supervisory and technical occupations,0
E12000006,East of England,-8,Does not apply,5,Other ethnic group,6,L12: Semi-routine occupations,0
E12000006,East of England,-8,Does not apply,5,Other ethnic group,7,L13: Routine occupations,0
E12000006,East of England,-8,Does not apply,5,Other ethnic group,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000006,East of England,-8,Does not apply,5,Other ethnic group,9,L15: Full-time students,0
E12000006,East of England,1,Lived at the same address one year ago,-8,Does not apply,-8,Does not apply,0
E12000006,East of England,1,Lived at the same address one year ago,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000006,East of England,1,Lived at the same address one year ago,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000006,East of England,1,Lived at the same address one year ago,-8,Does not apply,3,L7: Intermediate occupations,0
E12000006,East of England,1,Lived at the same address one year ago,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000006,East of England,1,Lived at the same address one year ago,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000006,East of England,1,Lived at the same address one year ago,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000006,East of England,1,Lived at the same address one year ago,-8,Does not apply,7,L13: Routine occupations,0
E12000006,East of England,1,Lived at the same address one year ago,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000006,East of England,1,Lived at the same address one year ago,-8,Does not apply,9,L15: Full-time students,0
E12000006,East of England,1,Lived at the same address one year ago,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,82474
E12000006,East of England,1,Lived at the same address one year ago,1,"Asian, Asian British or Asian Welsh",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",44439
E12000006,East of England,1,Lived at the same address one year ago,1,"Asian, Asian British or Asian Welsh",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",47347
E12000006,East of England,1,Lived at the same address one year ago,1,"Asian, Asian British or Asian Welsh",3,L7: Intermediate occupations,23829
E12000006,East of England,1,Lived at the same address one year ago,1,"Asian, Asian British or Asian Welsh",4,L8 and L9: Small employers and own account workers,26592
E12000006,East of England,1,Lived at the same address one year ago,1,"Asian, Asian British or Asian Welsh",5,L10 and L11: Lower supervisory and technical occupations,9684
E12000006,East of England,1,Lived at the same address one year ago,1,"Asian, Asian British or Asian Welsh",6,L12: Semi-routine occupations,24701
E12000006,East of England,1,Lived at the same address one year ago,1,"Asian, Asian British or Asian Welsh",7,L13: Routine occupations,22463
E12000006,East of England,1,Lived at the same address one year ago,1,"Asian, Asian British or Asian Welsh",8,L14.1 and L14.2: Never worked and long-term unemployed,32408
E12000006,East of England,1,Lived at the same address one year ago,1,"Asian, Asian British or Asian Welsh",9,L15: Full-time students,28387
E12000006,East of England,1,Lived at the same address one year ago,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,37298
E12000006,East of England,1,Lived at the same address one year ago,2,"Black, Black British, Black Welsh, Caribbean or African",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",14248
E12000006,East of England,1,Lived at the same address one year ago,2,"Black, Black British, Black Welsh, Caribbean or African",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",27026
E12000006,East of England,1,Lived at the same address one year ago,2,"Black, Black British, Black Welsh, Caribbean or African",3,L7: Intermediate occupations,11143
E12000006,East of England,1,Lived at the same address one year ago,2,"Black, Black British, Black Welsh, Caribbean or African",4,L8 and L9: Small employers and own account workers,8424
E12000006,East of England,1,Lived at the same address one year ago,2,"Black, Black British, Black Welsh, Caribbean or African",5,L10 and L11: Lower supervisory and technical occupations,4644
E12000006,East of England,1,Lived at the same address one year ago,2,"Black, Black British, Black Welsh, Caribbean or African",6,L12: Semi-routine occupations,14161
E12000006,East of England,1,Lived at the same address one year ago,2,"Black, Black British, Black Welsh, Caribbean or African",7,L13: Routine occupations,11611
E12000006,East of England,1,Lived at the same address one year ago,2,"Black, Black British, Black Welsh, Caribbean or African",8,L14.1 and L14.2: Never worked and long-term unemployed,8347
E12000006,East of England,1,Lived at the same address one year ago,2,"Black, Black British, Black Welsh, Caribbean or African",9,L15: Full-time students,15684
E12000006,East of England,1,Lived at the same address one year ago,3,Mixed or Multiple ethnic groups,-8,Does not apply,70400
E12000006,East of England,1,Lived at the same address one year ago,3,Mixed or Multiple ethnic groups,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",10337
E12000006,East of England,1,Lived at the same address one year ago,3,Mixed or Multiple ethnic groups,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",15483
E12000006,East of England,1,Lived at the same address one year ago,3,Mixed or Multiple ethnic groups,3,L7: Intermediate occupations,8664
E12000006,East of England,1,Lived at the same address one year ago,3,Mixed or Multiple ethnic groups,4,L8 and L9: Small employers and own account workers,6886
E12000006,East of England,1,Lived at the same address one year ago,3,Mixed or Multiple ethnic groups,5,L10 and L11: Lower supervisory and technical occupations,3451
E12000006,East of England,1,Lived at the same address one year ago,3,Mixed or Multiple ethnic groups,6,L12: Semi-routine occupations,7765
E12000006,East of England,1,Lived at the same address one year ago,3,Mixed or Multiple ethnic groups,7,L13: Routine occupations,7602
E12000006,East of England,1,Lived at the same address one year ago,3,Mixed or Multiple ethnic groups,8,L14.1 and L14.2: Never worked and long-term unemployed,5574
E12000006,East of England,1,Lived at the same address one year ago,3,Mixed or Multiple ethnic groups,9,L15: Full-time students,12705
E12000006,East of England,1,Lived at the same address one year ago,4,White,-8,Does not apply,806909
E12000006,East of England,1,Lived at the same address one year ago,4,White,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",547495
E12000006,East of England,1,Lived at the same address one year ago,4,White,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",853901
E12000006,East of England,1,Lived at the same address one year ago,4,White,3,L7: Intermediate occupations,527714
E12000006,East of England,1,Lived at the same address one year ago,4,White,4,L8 and L9: Small employers and own account workers,496218
E12000006,East of England,1,Lived at the same address one year ago,4,White,5,L10 and L11: Lower supervisory and technical occupations,232591
E12000006,East of England,1,Lived at the same address one year ago,4,White,6,L12: Semi-routine occupations,484347
E12000006,East of England,1,Lived at the same address one year ago,4,White,7,L13: Routine occupations,495036
E12000006,East of England,1,Lived at the same address one year ago,4,White,8,L14.1 and L14.2: Never worked and long-term unemployed,271994
E12000006,East of England,1,Lived at the same address one year ago,4,White,9,L15: Full-time students,190513
E12000006,East of England,1,Lived at the same address one year ago,5,Other ethnic group,-8,Does not apply,15459
E12000006,East of England,1,Lived at the same address one year ago,5,Other ethnic group,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",7653
E12000006,East of England,1,Lived at the same address one year ago,5,Other ethnic group,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",9079
E12000006,East of England,1,Lived at the same address one year ago,5,Other ethnic group,3,L7: Intermediate occupations,4662
E12000006,East of England,1,Lived at the same address one year ago,5,Other ethnic group,4,L8 and L9: Small employers and own account workers,6904
E12000006,East of England,1,Lived at the same address one year ago,5,Other ethnic group,5,L10 and L11: Lower supervisory and technical occupations,2724
E12000006,East of England,1,Lived at the same address one year ago,5,Other ethnic group,6,L12: Semi-routine occupations,4983
E12000006,East of England,1,Lived at the same address one year ago,5,Other ethnic group,7,L13: Routine occupations,7188
